period,value,region,indID,dsID,source,is_number
2012,1152,NER,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,9224,NGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,10233,NGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,32507,NGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,39181,NGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,38182,NGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,36457,NGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,22518,NGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,24018,NGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,25005,NGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,25363,NGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,27600,NGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,26943,NGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,32181,NGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,680,NPL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,857,NPL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,1508,NPL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,1958,NPL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,2728,NPL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,4491,NPL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,105078,NPL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,105511,NPL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,6302,NPL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,6926,NPL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,7066,NPL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,8858,NPL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,10079,NPL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,94111,PAK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,28332,PAK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,1604356,PAK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,416785,PAK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,466225,PAK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,507493,PAK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,175422,PAK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,406135,PAK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,468667,PAK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,3092131,PAK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,2308307,PAK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,1172507,PAK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,970943,PAK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,47344,PHL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,47312,PHL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,47645,PHL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,2253,PHL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,1423,PHL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,1341,PHL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,63001,PHL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,63621,PHL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,63578,PHL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,63113,PHL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,221154,PHL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,240785,PHL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,418689,PHL,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,0,PRK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,0,PRK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,0,PRK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,0,PRK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,0,PRK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,0,PRK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,0,PRK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,0,PRK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,0,PRK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,0,PRK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,0,PRK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,0,PRK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,0,PRK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,150965,RWA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,110456,RWA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,95406,RWA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,85521,RWA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,69250,RWA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,130993,RWA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,102212,RWA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,91246,RWA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,78690,RWA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,136727,RWA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,125157,RWA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,116055,RWA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,107694,RWA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,566398,SDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,551919,SDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,542278,SDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,622683,SDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,1414886,SDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,1549067,SDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,2083124,SDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,1877287,SDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,1660003,SDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,1587051,SDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,2178084,SDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,3233066,SDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,2557771,SDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,12354,SEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,9803,SEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,12870,SEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,9200,SEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,9911,SEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,10533,SEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,16424,SEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,16878,SEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,23875,SEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,28953,SEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,19203,SEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,20002,SEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,27549,SEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,909683,SLE,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,188187,SLE,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,148947,SLE,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,77498,SLE,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,64704,SLE,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,52629,SLE,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,81597,SLE,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,54133,SLE,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,36300,SLE,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,23088,SLE,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,14583,SLE,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,11064,SLE,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,11074,SLE,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,505650,SOM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,456323,SOM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,446367,SOM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,417127,SOM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,409825,SOM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,826021,SOM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,886273,SOM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,1471792,SOM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,1858898,SOM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,2249393,SOM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,2256769,SOM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,2464777,SOM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,2313460,SOM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,0,SSD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,0,SSD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,0,SSD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,0,SSD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,0,SSD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,0,SSD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,0,SSD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,0,SSD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,0,SSD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,0,SSD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,0,SSD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,560168,SSD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,451345,SSD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,20,SWZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,20,SWZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,24,SWZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,18,SWZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,23,SWZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,18,SWZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,29,SWZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,92,SWZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,132,SWZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,93,SWZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,88,SWZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,176,SWZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,212,SWZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,9614,SYR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,8944,SYR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,23661,SYR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,24434,SYR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,25268,SYR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,23406,SYR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,19852,SYR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,65539,SYR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,25362,SYR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,41701,SYR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,28410,SYR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,76394,SYR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,2835026,SYR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,57414,TCD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,54269,TCD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,49910,TCD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,54697,TCD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,55225,TCD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,51513,TCD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,160982,TCD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,237376,TCD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,284855,TCD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,249604,TCD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,241424,TCD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,214137,TCD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,188010,TCD,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,376,THA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,252,THA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,598,THA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,450,THA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,411,THA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,642,THA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,3536,THA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,2689,THA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,2234,THA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,904,THA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,584,THA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,550,THA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,530,THA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,60587,TJK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,56511,TJK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,75309,TJK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,59292,TJK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,57000,TJK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,54927,TJK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,822,TJK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,674,TJK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,709,TJK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,851,TJK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,946,TJK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,1043,TJK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,1085,TJK,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,1570,TUN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,1762,TUN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,2975,TUN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,2948,TUN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,2862,TUN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,3494,TUN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,3199,TUN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,2851,TUN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,2719,TUN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,2765,TUN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,2735,TUN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,152503,TUN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,5189,TUN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,57646,TUR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,60451,TUR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,206470,TUR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,193828,TUR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,179972,TUR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,181911,TUR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,239452,TUR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,231124,TUR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,223396,TUR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,156037,TUR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,154308,TUR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,146665,TUR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,212925,TUR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,9853,TZA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,33858,TZA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,77852,TZA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,89043,TZA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,94494,TZA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,88318,TZA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,68402,TZA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,72052,TZA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,115001,TZA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,187031,TZA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,164625,TZA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,2129,TZA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,37128,TZA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,33750,UGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,41121,UGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,42493,UGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,38257,UGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,37851,UGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,40174,UGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,1915190,UGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,1916221,UGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,1533524,UGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,924261,UGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,445167,UGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,142811,UGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,34439,UGA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,4004,UZB,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,4117,UZB,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,8506,UZB,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,9035,UZB,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,5458,UZB,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,9803,UZB,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,11256,UZB,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,7496,UZB,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,8169,UZB,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,8251,UZB,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,10455,UZB,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,14167,UZB,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,12879,UZB,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,2,VUT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,1,VUT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,0,VUT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,0,VUT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,0,VUT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,0,VUT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,0,VUT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,0,VUT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,1,VUT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,2,VUT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,3,VUT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,3,VUT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,0,VUT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,3379,YEM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,3281,YEM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,2309,YEM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,2090,YEM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,1956,YEM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,1792,YEM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,2287,YEM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,79309,YEM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,102579,YEM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,252922,YEM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,318632,YEM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,357517,YEM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,497000,YEM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,300,ZAF,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,321,ZAF,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,507,ZAF,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,631,ZAF,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
